Claim Cost (USD) (United Stated Dollar),Claim Recorded Date,Claim Recorded Month,Claim Recorded Year,Consumer State,Consumer Zip Code,Country of Service,Country of Service-Description,Failure Date,GSIR Base Warranty Flag,GSIR Base Warranty Flag-Description,Global Component Code,Global Component Code-Description,Global Component Group,Global Component Group-Description,Global Component Section,Global Component Section-Description,Global Defect Code,Global Defect Code-Description,Global Defect Section,Global Defect Section-Description,Global Repair Action Code,Global Repair Action Code-Description,Global Symptom Code,Global Symptom Code-Description,Global Symptom Group,Global Symptom Group-Description,Labor Cost (USD) (United Stated Dollar),Months in Service,NAR Kenmore Job Code,NAR Kenmore Job Code-Description,Part Cost (USD) (United Stated Dollar),Parts Replaced Flag,Parts Replaced Quantity,Region Service Component Code,Region Service Component Code-Description,Region Service Condition Code,Region Service Condition Code-Description,Region of Service,Region of Service-Description,Repeat Repair Flag,Repeat Repair Interval,Service Claim Id,Service Claim Type,Service Claim Type-Description,Service Company Number,Service Company Number-Description,Service Company Type,Service Company Type-Description,Service Complete Date,Service Provider Code,Service Provider Code-Description,Service Request Number,Service Responsibility Code,Service Responsibility Code-Description,Stock Repair Flag,Warranty Type Code,Warranty Type Code-Description,Customer Requested Comment,Service Technician Comment,Componente ,Horizon comment,Active SKU Flag,Active SKU Flag-Description,Architecture Code,Architecture Code-Description,Brand,Brand-Description,Unadjusted Total Claim Count,Commercial Segment,Commercial Segment-Description,DPL Platform Code,DPL Platform Code-Description,Division,Division-Description,Electronic Control Flag,Electronic Control Flag-Description,Comment,Engineering Model Number,Engineering Model Number-Description,GSIR Product Flag,GSIR Product Flag-Description,Global Product Category,Global Product Category-Description,Global Product Code,Global Product Code-Description,Global Product Family,Global Product Family-Description,Global Product Group,Global Product Group-Description,Global Product Platform,Global Product Platform-Description,NAR Product Code,NAR Product Code-Description,NAR Product Main Group,NAR Product Main Group-Description,NAR Product Summary Group,NAR Product Summary Group-Description,OEM Supplier,OEM Supplier-Description,Product Id,Production Date,Production Line,Production Line-Description,Production Month,Production Quarter,Production Shift,Production Shift-Description,Production Year,Production Year Week,Purchase Date,Sales Model Number,Sales Model Number-Description,Serial Number,Ship-to Channel,Ship-to Channel-Description,Ship-to High Level,Ship-to High Level-Description,Ship-to State,Shipped Date,Shipped Month,Shipped Year,Shipped-to Country,Shipped-to Country-Description,Shipped-to Region,Shipped-to Region-Description,Sold-to Name,Sold-to Name-Description,,
205.88,2019-10-02,2019/10,2019,?,36730,?,(?),2019-09-30,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,205.88,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085624000,SC,SERVICE CALL (SC),47555,47555 (47555),?,UNKNOWN (?),2019-10-01,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),REPARACION_ GENERA EL DESAGUE ANTES DE TIEMPO TEL: 464 1671361 / 464 1684593 REF: ENTRE: LAS CHOAPAS.EN FRENTE DE UN AUTOLAVADO Y,P. NO REALIZA LOS CICLOS C. CTE. NO SABE EL FUNCIONAMIENTO CORRECTO DEL APTO S. SE EXPLICO FUNCIONAMIENTO A CTE.,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93029398,2019-07-29,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-09-25,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93029398,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-08-27,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
183.35,2019-12-13,2019/12,2019,?,67515,?,(?),2019-12-10,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,183.35,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086127761,SC,SERVICE CALL (SC),47437,47437 (47437),?,UNKNOWN (?),2019-12-10,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),RAMOSM12// SOLO PRENDEN LOS FOCOS// NO ARRANCA// REP: MARGA RITA TORRES// MUEB: MUEBLERIA ESTANDAR// TEL: 83693000,CI 10/12/19 P SOLO PRENDEN LOS FOCOS// NO ARRANCA C BLOQUEADA S SE DESBLOQUEO CON EL MODO DE PRUEBA DE COMPONENTES SE PROBO - PRUEBA AUTOMATICA Y TODO FUNCIONO BIEN. TAMBIEN SE PUSO 1 CICLO COMPLETO Y FUNCIONO BIEN. SE LE RECOMIENDA CORREGIR POLARIDAD. CTE. DE ACUERDO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1611EI1,8MWTW1611EI1 (8MWTW1611EI1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1611EI:HL92908596,2019-07-22,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-11-17,8MWTW1611EI,8MWTW1611EI (8MWTW1611EI),HL92908596,?,(?),?,(?),NUEVO LEON,2019-08-04,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-10-16,2019/10,2019,ESTADO DE MÉXICO,52977,MX,Mexico (MX),2019-10-05,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085715939,SC,SERVICE CALL (SC),11100,CENTRO DE SOLUCIONES MEXICO (11100),?,UNKNOWN (?),2019-10-09,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CHAVER4 RUIDO FUERTE CUANDO AGITA CTE TIENE EN CICLO LA LAVADOR A SE ESCUCHA RUIDO DE BORREGO SE ENVIA TECNICO NO RESPETA NIVEL DE,VARGAMA- P HACE RUIDO C NO SE ENCONTRÓ FALLA S SE DIO INSTRCCIONES DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92124402,2019-05-27,?,(?),2019/05,2019Q2,?,(?),2019,201921,2019-09-15,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92124402,?,(?),?,(?),NUEVO LEON,2019-05-28,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
162,2019-12-20,2019/12,2019,?,64530,?,(?),2019-12-09,y, ,6330,DOOR/DRAWER/LID SWITCH (6330),CE06,SWITCHES (CE06),CE,CONTROLS-ELECTRONICS (CE),Ax,Worn out (or general mechanical defect) (Ax),?, ,A,Changed (A),MEX,Mexico (MEX),?, ,162,6,?,(?),0,Y,1,121,DOOR/LID/DRAWER SW (121),6,WORN (06),NAR,North America (NAR),N,0,1086176927,SC,SERVICE CALL (SC),73677,73677 (73677),?,UNKNOWN (?),2019-12-11,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),MORARJ//TAPA TRABADA // TAPA SE QUEDO CON EL SEGURO // REP. MARGARITA TORRES MUEB. STANDAR TEL. 8183693000,P. NO LAVA C. LID LOCK DAÑADO S. SE REMPLAZO PIEZA,Lid lock ,Dañado ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL91885597,2019-05-06,?,(?),2019/05,2019Q2,?,(?),2019,201918,2019-06-10,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL91885597,?,(?),?,(?),GUANAJUATO,2019-05-06,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
0.01,2019-12-17,2019/12,2019,?,4369,?,(?),2019-12-05,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086147909,SC,SERVICE CALL (SC),11100,CENTRO DE SOLUCIONES MEXICO (11100),?,UNKNOWN (?),2019-12-14,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CAVAZR NO DRENA PROBLEMA NO DRENA / ALTURA MANGUERA CORRECTA/ NO HAY OBJETO OBSTRUYENDO BOMBA,REYNOO- NO TERMINA EL CICLO SE CHECO NO PRESENTO FALLA SE DIETON INDICASIONES DE USO APARAYO OK,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93354454,2019-08-02,?,(?),2019/08,2019Q3,?,(?),2019,201933,2019-11-15,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93354454,?,(?),?,(?),NUEVO LEON,2019-08-16,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
115,2019-09-19,2019/09,2019,SINALOA,81400,MX,Mexico (MX),2019-09-04,y, ,5210,CONTROL BOARD / SENSOR BOARD (5210),CE01,BOARDS (CE01),CE,CONTROLS-ELECTRONICS (CE),?,Not Available (?),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,115,2,?,(?),0,N,0,153,MICROCMPU/CPU/ERC (153),C0,C0 (C0),NAR,North America (NAR),N,0,1085534648,SC,SERVICE CALL (SC),47430,47430 (47430),?,UNKNOWN (?),2019-09-05,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),P. NO LAVA S.SE DESBLOQUEO TARJETA_/ TARJETA BLOQUEADA,P. NO LAVA S.SE DESBLOQUEO TARJETA_/ TARJETA BLOQUEADA,ACU,Bloqueado ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92564449,2019-06-24,?,(?),2019/06,2019Q2,?,(?),2019,201925,2019-07-12,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92564449,?,(?),?,(?),GUANAJUATO,2019-06-28,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
0.01,2019-10-01,2019/10,2019,ESTADO DE MÉXICO,55400,MX,Mexico (MX),2019-09-26,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),90,EXPN GEN OPER (90),NAR,North America (NAR),N,0,1085614415,SC,SERVICE CALL (SC),11100,CENTRO DE SOLUCIONES MEXICO (11100),?,UNKNOWN (?),2019-09-30,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),AGUILH7// LAVADORA ESTA HACIENDO UN SONIDO MUY FUERTE AL LAVAR //// FT RAZONES POR LAS CUALES EL CLIENTE NO QUIERE USAR EL FAULT T,CAMARP- HACE RUIDO RUIDOS NORMALES DE FUNCIONAMIENTO SE DAN INDICACIONES DE RUIDOS NORMALES DE FUNCIONAMIENTO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92896967,2019-06-27,?,(?),2019/06,2019Q2,?,(?),2019,201928,2019-09-22,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92896967,?,(?),?,(?),NUEVO LEON,2019-07-11,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
190.2,2019-11-29,2019/11,2019,SINALOA,82400,MX,Mexico (MX),2019-10-28,y, ,1810,DAMPER/SHOCK-ABSORBER (1810),AS02,CABINET (AS02),AS,APPLIANCE STRUCTURE (AS),Ix,"Loose, off, stripped (Ix)",?, ,A,Changed (A),MEX,Mexico (MEX),?, ,190.2,3,?,(?),0,Y,6,211,SUSPENSION SYS (211),14,LOOSE/OFF (14),NAR,North America (NAR),N,0,1086030208,SC,SERVICE CALL (SC),47553,47553 (47553),?,UNKNOWN (?),2019-11-26,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CONTF11 TRUENA EN EQUIPO Y VIBRA MUCHO REP. JULIO OCHOA MUEB ISTESIN TEL 6959530999,JJAP 26/11/2019 F. HACE RUIDO AL EXPRIMIR C. SUSPENSION SUELTA SWICH DESBALANCE ROTO R.CAMBIAR SUSPENSION SWICH,Varillas de spensión ,Sueta ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL91889696,2019-05-06,?,(?),2019/05,2019Q2,?,(?),2019,201918,2019-08-24,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL91889696,5100,MX National Chains (,2087876,"GRUPO FAMSA, S.A. DE C.V. (0002087876)",NUEVO LEON,2019-05-06,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),2086747,"GRUPO FAMSA, S.A.B. DE C.V. (0002086747)",,
300.24,2019-11-28,2019/11,2019,?,32577,?,(?),2019-11-25,y, ,7660,HOSE WASHERS/SCREENS/VALVE SCREENS (7660),?, ,?, ,M1,"Blocked, clogged (M1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,300.24,4,?,(?),0,N,0,315,HOSE WASHR/SCREENS (315),11,PLUGGED/BLOCKED (11),NAR,North America (NAR),N,0,1086024668,SC,SERVICE CALL (SC),77954,77954 (77954),?,UNKNOWN (?),2019-11-26,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),TOVARD4 REF. NADIA DE LA CRUZ MUEB. ERUS TEL. 656-558-69-43//NO LLENA//,AM 26/11 P: NO LLENA C: FILTROS DE VALVULAS OBSTRUIDOS CON TIERRA S: SE LIMPIARON FILTROS DE VALVULAS,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL93018910,2019-07-06,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-08-14,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL93018910,?,(?),?,(?),NUEVO LEON,2019-07-20,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-12-17,2019/12,2019,JALISCO,45180,MX,Mexico (MX),2019-12-11,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),N3,INSTRUCTION (N3),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),46,EXPN SPIN CYCLE (46),NAR,North America (NAR),N,0,1086147204,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-12-13,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CAVAZR NO EXPRIME ENVIAR TÉCNICO.,MEJIAJA- NO LAVA NO EXPRIME SE CHECO LAVADORA CON ROPA. FUNCIONA NORMAL. SE MOSTRO A CLIENTE. SE RECOMENDO CAMBIAR CONTACTOS NO USAR ADAPTADOR,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1934MJM0,8MWTW1934MJM0 (8MWTW1934MJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1934MJM:HL94466305,2019-10-16,?,(?),2019/10,2019Q4,?,(?),2019,201944,2019-11-18,8MWTW1934MJM,8MWTW1934MJM (8MWTW1934MJM),HL94466305,1105,MX Horizontal (1105),2087862,"EKAR DE GAS, S.A. DE C.V. (0002087862)",JALISCO,2019-10-30,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),2086422,"EKAR DE GAS, S.A. DE C.V. (0002086422)",,
176,2019-12-24,2019/12,2019,JALISCO,45010,MX,Mexico (MX),2019-12-16,y, ,1850,FOOT/SPACER (1850),AS01,Base_Plate (AS01),AS,APPLIANCE STRUCTURE (AS),J1,Set not levelled properly (J1),MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,176,3,?,(?),0,N,0,213,LEVL LEG/ROLL/CAST (213),80,NOT LEVEL (80),NAR,North America (NAR),N,0,1086208187,SC,SERVICE CALL (SC),79294,79294 (79294),?,UNKNOWN (?),2019-12-20,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CANTUF NO EXPRIME / TEL.PART.CEL/ TEL.ALT.CEL/,P NO CENTRIFUGA C EQUIPO DESNIVELADO S SE NIVELA BALADORA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92563901,2019-06-24,?,(?),2019/06,2019Q2,?,(?),2019,201925,2019-10-05,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92563901,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-09-07,2019/09,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
0.01,2019-12-20,2019/12,2019,?,66612,?,(?),2019-12-16,y, ,4000,MAIN MOTOR (4000),MR02,MOTOR (MR02),MR,MOTOR (MR),Ax,Worn out (or general mechanical defect) (Ax),?, ,A,Changed (A),MEX,Mexico (MEX),?, ,0.01,4,?,(?),0,Y,1,201,ACTUATOR SHIFT/SHIFTER (201),6,WORN (06),NAR,North America (NAR),N,0,1086177796,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-12-18,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CAVAZR NO EXPRIME ENVIAR TÉCNICO.,MARTP53- P. NO ESPRIME C. ACTUADOR NO ACTIVA MICRO SWITCH S.SE CAMBIÓ ACTUADOR,Actuador ,No activa ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1722EI2,8MWTW1722EI2 (8MWTW1722EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1722EI:HL92235410,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-09-03,8MWTW1722EI,LAV. AUTOMATICA NE (8MWTW1722EI),HL92235410,5100,MX National Chains (,2087876,"GRUPO FAMSA, S.A. DE C.V. (0002087876)",NUEVO LEON,2019-06-08,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),2086747,"GRUPO FAMSA, S.A.B. DE C.V. (0002086747)",,
300.24,2019-12-12,2019/12,2019,?,32690,?,(?),2019-12-06,y, ,7660,HOSE WASHERS/SCREENS/VALVE SCREENS (7660),?, ,?, ,M1,"Blocked, clogged (M1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,300.24,1,?,(?),0,N,0,315,HOSE WASHR/SCREENS (315),11,PLUGGED/BLOCKED (11),NAR,North America (NAR),N,0,1086117924,SC,SERVICE CALL (SC),77954,77954 (77954),?,UNKNOWN (?),2019-12-09,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),OBSERVACIONES ISAAC RENTERIA SUBGTE 6567708163 EDUARDO CHILPA 6568634541 GTE FALLA NO ENCIENDE SE ENCUENTRA EN DOMICILIODE CLIENT,AM 09/12 P> NO LLENA C> FILTROS DE VALVULAS OBSTRUIDOS S> S E LIMPIARON FILTROS,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL94030171,2019-10-07,?,(?),2019/10,2019Q4,?,(?),2019,201940,2019-11-17,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL94030171,?,(?),?,(?),GUANAJUATO,2019-10-16,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
206,2019-10-29,2019/10,2019,VERACRUZ,93248,MX,Mexico (MX),2019-10-24,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,206,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085806803,SC,SERVICE CALL (SC),47479,47479 (47479),?,UNKNOWN (?),2019-10-26,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),IBANEM2/ NO LLENA / SE QUEDA SENSANDO / REP.INES PEREZ MUEB/.LIVERPOOL POZA RICA TEL> 7828262300,26-10 DAVID MORALES E P. NO METE AGUA C. CLIENTE TIENE SELECCIONADO LLENADO MANUAL S. EXPLICACION AL CLIENTE QUE EN EL LLENADO MANUAL SE DESACTIVAN LAS VALVULAS PARA EL LLENADO AUTOMATICO Y TIENE QUE SELECCIONAR ALGUNO DE LOS NIVELES ATENDIO SRA NORMA E RAGA MENDEZ,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1824WJM0,8MWTW1824WJM0 (8MWTW1824WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1824WJM:HL93916001,2019-09-30,?,(?),2019/09,2019Q3,?,(?),2019,201939,2019-10-06,8MWTW1824WJM,8MWTW1824WJM (8MWTW1824WJM),HL93916001,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-10-05,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
